401|0.1|0.2890648263178878
402|0.625|0.8065735963827292
403|0.6357142857142857|0.7590336949805451
404|NaN|NaN
405|0.26785714285714285|0.468450520161077
406|NaN|NaN
407|0.7071428571428571|0.8796542634124676
408|0.6222222222222221|0.829688291564187
409|NaN|NaN
410|1.0|1.0
411|0.7|0.8503449055347547
412|0.8121315192743763|0.9093183643170807
413|NaN|NaN
414|0.16666666666666666|0.3562071871080222
415|1.0|1.0
417|0.936734693877551|0.9815441540827995
418|0.9761904761904762|0.9930783166417602
419|1.0|1.0
420|0.9704861111111112|0.9918291064614978
421|NaN|NaN
422|0.5628571428571428|0.6807182344492226
424|0.1111111111111111|0.30102999566398114
425|0.6801587301587301|0.846117112339338
426|0.3055555555555555|0.510534774326579
427|0.7|0.8503449055347547
428|0.5|0.6309297535714574
429|1.0|1.0
430|0.5845238095238094|0.7226387152952867
431|NaN|NaN
432|NaN|NaN
433|NaN|NaN
434|0.3333333333333333|0.5
435|0.16666666666666666|0.3562071871080222
436|0.9095238095238096|0.9726647310833559
438|0.125|0.3154648767857287
439|NaN|NaN
440|0.9666666666666666|0.9896062251871525
441|0.594047619047619|0.7028046245779905
442|0.19444444444444442|0.4029831335977324
443|NaN|NaN
445|0.3333333333333333|0.5249810332008934
446|NaN|NaN
448|NaN|NaN
449|NaN|NaN
450|0.8055555555555555|0.9060254355346824
